city,Latitude,Longitude 
Cambridgeshire (Uk/England),52.333333,0.083333
Great Bend,41.9716667,-75.7436111
Issaquah,47.5302778,-122.0313889
Gaylord,45.0275,-84.6747222
Westlake,30.2419444,-93.2505556
Wolfville (Canada),45.083333,-64.366667
Hickory,35.7330556,-81.3413889
Fort Dodge,42.4975,-94.1677778
Elkhorn City,37.3038889,-82.3511111
Palmdale,34.5794444,-118.1155556
Bitburg (Germany),49.966667,6.533333
Thousand Oaks,34.1705556,-118.8366667
Berlin (Germany),52.516667,13.4
Riga (Latvia),56.949649,24.105186
Dyersburg,36.0344444,-89.3855556
Greenwich,41.0263889,-73.6288889
Portland,45.5236111,-122.675
Spanish Fort,30.6747222,-87.9152778
Little Compton,41.51,-71.1716667
Fairfield,41.0086111,-91.9625
Minneapolis,44.98,-93.2636111
San Diego,32.7152778,-117.1563889
San Diego,32.7152778,-117.1563889
Garden Prairie,42.2533333,-88.7247222
Dallas,32.7833333,-96.8
Palos,41.680588,-87.835328
Salyer,40.8902778,-123.5833333
Santa Rosa,38.4405556,-122.7133333
Santa Rosa,38.4405556,-122.7133333
Uk/England,52.355518,-1.17432
Chicago,41.85,-87.65
Cincinnati,39.1619444,-84.4569444
Tustin,33.7458333,-117.8252778
Winfield (5 Mi South Of),37.2397222,-96.9952778
Summerside (Canada),46.4,-63.783333
Wallingford,41.4569444,-72.8236111
Hanover Park,41.9994444,-88.145
Clarksville,36.5297222,-87.3594444
Oak Lawn,41.7108333,-87.7580556
Cumming,34.2072222,-84.1402778
Senoia,33.3022222,-84.5538889
Gahanna,40.0191667,-82.8794444
Venice,33.9908333,-118.4591667
Keizer,44.9902778,-123.025
Oakdale,37.7666667,-120.8461111
Tracadie Sheila (Canada),47.512071,-64.912087
Stroudsburg,40.9866667,-75.195
Athens (Hwy 72 W),34.8027778,-86.9716667
Lancaster,34.7202778,-80.7711111
Moon Township,40.516977,-80.221348
Middlesboro,36.6083333,-83.7166667
Portland,45.5236111,-122.675
Denver,39.7391667,-104.9841667
Niceville,30.5166667,-86.4822222
Las Vegas,36.175,-115.1363889
Shallowater,33.6888889,-101.9977778
Lancashire (Uk/England),53.888996,-2.633778
Hollister,36.8525,-121.4005556
Battle Ground,45.7811111,-122.5322222
Auburn,47.3075,-122.2272222
West Des Moines,41.6005556,-93.6088889
Hermann,38.7041667,-91.4372222
Plainsboro,40.3333333,-74.6008333
Perry Hall,39.4125,-76.4638889
Londonderry,42.865,-71.3744444
New Hyde Park,40.735,-73.6883333
Garfield Heights,41.4169444,-81.6061111
Brentwood,40.7811111,-73.2466667
Rochester,43.1547222,-77.6158333
Omaha,41.2586111,-95.9375
Charlotte,35.2269444,-80.8433333
Longwood,28.7027778,-81.3386111
Boston,42.3583333,-71.0602778
Boston,42.3583333,-71.0602778
Chicago,41.85,-87.65
Laguna Beach,33.5422222,-117.7822222
Montclair,40.8258333,-74.2094444
Casper,42.8666667,-106.3125
Williamsport,41.2411111,-77.0013889
Grand Rapids,42.9633333,-85.6680556
Two Harbors,47.0227778,-91.6705556
Waterloo,42.4927778,-92.3427778
Grantsville,39.695,-79.1513889
Uniontown,40.975,-81.4083333
Bridgewater,40.623333,-74.601111
Lebanon,40.0483333,-86.4691667
Charlton,42.1355556,-71.9705556
Marstons Mills,41.6561111,-70.4166667
Torrington,41.8005556,-73.1216667
Erie,42.1291667,-80.0852778
Erie,42.1291667,-80.0852778
Pleasant Hill,37.9480556,-122.0597222
Eleven Mile Corner,32.8794444,-111.5663889
Appleton,44.2619444,-88.4152778
Barrie (Canada),44.383333,-79.7
Fresno,36.7477778,-119.7713889
Johnstown,40.3369444,-104.9116667
Johnstown,40.3369444,-104.9116667
New Bedford,41.6361111,-70.9347222
Unity Township,40.293974,-79.447886
Manitowoc,44.0886111,-87.6575
Dana Point,33.4669444,-117.6972222
Santa Ana,33.7455556,-117.8669444
Lexington,37.9886111,-84.4777778
Springfield,39.9241667,-83.8088889
Springfield,39.9241667,-83.8088889
Davenport,41.5236111,-90.5775
London (Canada),42.983333,-81.25
South Portland,43.6413889,-70.2413889
Hamden,41.3958333,-72.8972222
Marco Island,25.939741,-81.707535
Harrisonburg,38.4494444,-78.8691667
Parent (Canada),47.916667,-74.616667
Toms River,39.9536111,-74.1983333
Golden Lake (Canada),45.583333,-77.25
Mechanics Town (Breyside Camp),41.442872,-74.388488
Danville,36.5858333,-79.3952778
Accokeek,38.6675,-77.0286111
Santa Cruz,36.9741667,-122.0297222
Cherry Valley (Outside Of),42.2347222,-88.9488889
Newcastle (Australia),-32.927792,151.784485
Kohala Coast (Big Island),20.242798,-155.878428
Pinecrest,25.6666667,-80.3083333
Belfast,44.4258333,-69.0069444
Algonquin Park (Canada),45.55,-78.6
Osborne,39.4388889,-98.6944444
Unknown,27.590521,-80.40655
Palm Springs,33.8302778,-116.5444444
Elk River,45.3038889,-93.5669444
Biscoe,35.3597222,-79.78
Houston (5 Miles South Of),29.7630556,-95.3630556
Albuquerque (Outside Of),35.0844444,-106.6505556
Westfield,42.125,-72.75
Landover (Raljon),38.9338889,-76.8969444
Reno,39.5297222,-119.8127778
Sandy,40.5725,-111.859722
Merced,37.3022222,-120.4819444
Boonville,38.9736111,-92.7430556
Vancouver (Canada),49.25,-123.133333
Londonderry,42.865,-71.3744444
Bow,48.5619444,-122.3969444
Noida (India),28.535516,77.391026
Burnaby (Canada),49.25,-122.95
Renton,47.4830556,-122.2158333
Kennebunk,43.3838889,-70.5452778
Hot Springs,34.5036111,-93.055
Natick,42.2833333,-71.35
Mechelen (Belgium),51.025876,4.477536
Oxford,44.1316667,-70.4936111
London (Uk/England),51.514125,-0.093689
Englewood,26.9616667,-82.3527778
Gary,41.5933333,-87.3463889
Jacksonville,30.3319444,-81.6558333
Sparta,35.9258333,-85.4641667
The Colony,33.0888889,-96.8861111
Conshohocken,40.0791667,-75.3019444
Tijuana (Mexico),32.514947,-117.038247
Tinley Park,41.5733333,-87.7844444
Seattle,47.6063889,-122.3308333
Sacramento,38.5816667,-121.4933333
Sauble Beach (Canada),44.629602,-81.265082
Gresham,45.4983333,-122.4302778
Vancouver (Canada),49.25,-123.133333
Montebello,34.0094444,-118.1044444
Montebello,34.0094444,-118.1044444
Mt. Laguna,32.8722222,-116.4175
Brentwood Town (Outside Halifax) (Canada),45.212036,-63.280564
New York City (Staten Island),40.7141667,-74.0063889
Monterey Park,34.0625,-118.1219444
Minot,48.2325,-101.2958333
Venice,41.2338889,-96.3533333
Venice,41.2338889,-96.3533333
Hampton Beach,42.9072222,-70.8125
Exeter (South-East Of&#44 On Golf Course) (Canada),43.35,-81.483333
Oswego,43.4552778,-76.5108333
Santa Barbara,34.4208333,-119.6972222
Watchung,40.6377778,-74.4513889
Westland,42.3241667,-83.4002778
Wahpeton,46.2652778,-96.6055556
Littleton,42.5375,-71.5125
Monroe,47.8555556,-121.9697222
Bothell,47.7625,-122.2041667
Chilliwack (Canada),49.166667,-121.95
Monroe,47.8555556,-121.9697222
Garfield,40.8813889,-74.1136111
Tinton Falls,40.3041667,-74.1008333
Anaheim Hills,33.8444444,-117.7763889
Mount Shasta (On),41.31,-122.3094444
Terrace (Canada),54.5,-128.583333
Los Angeles,34.0522222,-118.2427778
Sea Isle,39.153448,-74.692939
Belleville (Canada),44.166667,-77.383333
San Diego,32.7152778,-117.1563889
Long Beach,30.3502778,-89.1527778
Denver,39.7391667,-104.9841667
Clermont,34.4777778,-83.7736111
Cancun (Mexico),21.161908,-86.851528
Millersville,36.3711111,-86.71
Springview,42.8244444,-99.7486111
Melbourne (Vic&#44 Australia),-37.813938,144.963425
West Chester,39.8494444,-75.3561111
Canyon,34.9802778,-101.9183333
Mansfield (Uk/England),53.133333,-1.2
Auckland (New Zealand),-36.84846,174.763332
Folsom,38.6780556,-121.175
Vancouver,45.6388889,-122.6602778
Edmonton (Canada),53.55,-113.5
Marana,32.4366667,-111.2247222
Broadway (Uk/England),51.764722,-4.472778
Santa Barbara,34.4208333,-119.6972222
Louisville,38.2541667,-85.7594444
Delray Beach Florida,26.461463,-80.07282
Chatsworth,34.2572222,-118.6002778
Pahrump,36.2083333,-115.9830556
Lawton,34.6086111,-98.39
Moline,41.5066667,-90.515
Medford,42.3266667,-122.8744444
Farmington,44.6402778,-93.1433333
Farmington,44.6402778,-93.1433333
Harrodsburg,37.7622222,-84.8433333
Dalton-In-Furness (Uk/England),54.156887,-3.1782
Halifax (Canada),44.65,-63.6
Freeport,28.9538889,-95.3594444
Sparks,39.535,-119.7516667
Charlestown,41.3830556,-71.6422222
Lake Stevens,48.0152778,-122.0625
Rural El Paso,40.739202,-89.016463
Kansas City,39.1141667,-94.6272222
Chilton,44.0288889,-88.1627778
Clayton,35.6505556,-78.4566667
Pacheco,37.9836111,-122.0741667
Casselton,46.9005556,-97.2108333
Indianapolis,39.7683333,-86.1580556
Lincoln,40.8,-96.6666667
Gardena,33.8883333,-118.3080556
Mokena,41.5261111,-87.8891667
Bakersfield,35.3733333,-119.0177778
Chappaqua,41.1594444,-73.7652778
Coeur D&#39Alene,47.6777778,-116.7794444
Branchport,42.5986111,-77.1541667
St. Clair Shores,42.495556,-82.900278
Rolling Meadows,42.0841667,-88.0130556
La Mesa,32.7677778,-117.0222222
Auburn,47.3075,-122.2272222
Neenah,44.1858333,-88.4625
Lafayette,40.4166667,-86.8752778
Medford (Outskirts),42.3266667,-122.8744444
San Antonio,29.4238889,-98.4933333
Modesto,37.6391667,-120.9958333
Burien,47.4705556,-122.3455556
Kingston,36.0505556,-93.5183333
Toronto (Canada),43.666667,-79.416667
Parker,39.5186111,-104.7608333
Proctorville,38.4369444,-82.3772222
Athens,39.3291667,-82.1013889
New York City (Staten Island),40.7141667,-74.0063889
Hillsboro,39.2022222,-83.6116667
Bell,33.9775,-118.1861111
Boise,43.6136111,-116.2025
Visalia,36.3302778,-119.2911111
Garden City,43.6222222,-116.2372222
Phoenix,33.4483333,-112.0733333
Yuma,32.7252778,-114.6236111
Nashville,36.1658333,-86.7844444
Livingston,30.5019444,-90.7477778
Moxee,46.553733,-120.383162
Redding,40.5866667,-122.3905556
Woodward,36.4336111,-99.39
Covington,47.3483333,-122.1136111
Vancouver,45.6388889,-122.6602778
Bakersfield,35.3733333,-119.0177778
Cloquet,46.7216667,-92.4591667
Cutchogue,41.0105556,-72.4855556
Geronimo,34.4811111,-98.3827778
Portland,45.5236111,-122.675
Raleigh,35.7719444,-78.6388889
Tontogany,41.4191667,-83.7408333
New York City (Brooklyn),40.7141667,-74.0063889
Wilkeson,47.1055556,-122.0444444
Harrington,38.9236111,-75.5780556
Laguna Niguel,33.5225,-117.7066667
Harvard,42.4222222,-88.6136111
Fresno,36.7477778,-119.7713889
Northport,40.9008333,-73.3436111
Syracuse,43.0480556,-76.1477778
Foxborough,42.0652778,-71.2483333
White River Junction,43.6488889,-72.3197222
Manchester (Near),43.1636111,-73.0727778
Sacramento,38.5816667,-121.4933333
Beachwood,41.4644444,-81.5088889
Pasadena,39.1072222,-76.5713889
Huntley,42.1680556,-88.4280556
Hampton,42.9375,-70.8394444
Erie/Longmont,40.038839,-105.039968
Holly Springs,35.6511111,-78.8338889
Tecumseh (Canada),42.316667,-82.9
Clear Lake,33.0780556,-96.495
Issaquah,47.5302778,-122.0313889
Nottingham,43.1144444,-71.1002778
Rochester,43.1547222,-77.6158333
Rockford,42.2711111,-89.0938889
Asheville,35.6008333,-82.5541667
Lockport,41.5894444,-88.0577778
Bolton Landing,43.5572222,-73.6552778
Charlotte,35.2269444,-80.8433333
Tyndall Afb,30.078611,-85.576389
Edmond,35.6527778,-97.4777778
Edmond,35.6527778,-97.4777778
Shaw,33.6016667,-90.7736111
Springboro,39.5522222,-84.2333333
Cottontown,36.4513889,-86.5380556
Chateauguay (Canada),45.383333,-73.75
Abington,40.1205556,-75.1183333
Indianapolis,39.7683333,-86.1580556
Bemus Point,42.1616667,-79.3919444
Elmira,42.0897222,-76.8080556
Kerville,30.047433,-99.140319
Westport,41.1413889,-73.3583333
Jackson,43.3238889,-88.1666667
Ogdensburg,41.0816667,-74.5927778
Drums,41.0180556,-75.9952778
Jefferson,43.0055556,-88.8072222
Springfield Township,39.24345,-84.511732
Livermore Falls,44.4752778,-70.1886111
Silverdale,47.6447222,-122.6936111
Bernville,40.4333333,-76.1125
Hamilton (Canada),43.25,-79.833333
Hudson,44.9747222,-92.7566667
Janesville,42.6827778,-89.0186111
Mt. Airy,36.4991667,-80.6075
Nashville,36.1658333,-86.7844444
New York City (Bronx),40.7141667,-74.0063889
New York City (Bronx),40.7141667,-74.0063889
Oak Island,33.9163889,-78.1613889
Los Angeles,34.0522222,-118.2427778
Chatham,39.6761111,-89.7044444
Guilderland,42.7044444,-73.9119444
Hackensack,40.8858333,-74.0438889
Belo,37.7741667,-82.2377778
Philadelphia,39.9522222,-75.1641667
Lowell,42.6333333,-71.3166667
Ross Township,40.526389,-80.021667
Lisle,41.8011111,-88.0747222
Claremont,43.3766667,-72.3472222
Des Moines,41.6005556,-93.6088889
Fort Wayne,41.1305556,-85.1288889
Ravenna,41.1575,-81.2422222
Seven Devils,36.1580556,-81.8355556
Lake Wales,27.9011111,-81.5861111
O&#39Fallon,38.8105556,-90.6997222
Hickory Hills,41.7255556,-87.825
Mission Viejo,33.6,-117.6711111
Toledo,41.6638889,-83.5552778
Mason,39.36,-84.31
Peterborough (Canada),44.3,-78.333333
Coloma,42.1861111,-86.3083333
Steilacoom,47.17,-122.6013889
Belchertown,42.2769444,-72.4013889
Elmira (Canada),46.433333,-62.066667
Princeton,46.9141667,-116.8330556
Playa Del Rey,33.9488889,-118.4447222
Coldwater,33.5861111,-85.9183333
Cincinnati,39.1619444,-84.4569444
Hallandale,25.981202,-80.148379
Colliers,40.3669444,-80.5413889
Jonesboro,32.2411111,-92.7158333
Santa Rosa,38.4405556,-122.7133333
Cass City,43.6008333,-83.1747222
North Platte,41.1238889,-100.765
Stone Mountain,33.8080556,-84.1702778
Allenspark,40.1944444,-105.525
Riverside,41.835,-87.8227778
Marquette,46.5436111,-87.3952778
Wilmer,32.5888889,-96.685
Garner,35.7111111,-78.6144444
New York City,40.7141667,-74.0063889
New York City,40.7141667,-74.0063889
Wadsworth,41.0255556,-81.73
Gila Bend/Ajo,32.428363,-112.871329
Swanton,41.5886111,-83.8911111
Alvaton,33.1708333,-84.5805556
Cheektowaga (Near),42.9033333,-78.755
Adamsville,41.5111111,-80.37
Cleveland,41.4994444,-81.6955556
Edinboro,41.8741667,-80.1319444
Monticello,41.6555556,-74.6897222
Monticello,41.6555556,-74.6897222
Pittsburgh,40.4405556,-79.9961111
Niles,41.1827778,-80.7655556
Nelson Ledges,41.319037,-81.035746
Morris,33.7480556,-86.8086111
Breezewood,39.9991667,-78.2388889
Oxford,42.1166667,-71.8652778
Olean,42.0775,-78.43
Haslemere (Uk/England),51.083333,-0.7
Helena,46.5927778,-112.0352778
Bothell,47.7625,-122.2041667
Sarasota,27.3361111,-82.5308333
Toronto (Canada),43.666667,-79.416667
Detroit,42.3313889,-83.0458333
Cahas National Park (Ecuador),-2.845958,-79.154853
Fontana,34.0922222,-117.4341667
Pebble Beach,36.5663889,-121.9455556
Sandpoint,48.2766667,-116.5522222
Winnipeg (Canada),49.883333,-97.166667
Hot Springs,34.5036111,-93.055
San Jose,37.3394444,-121.8938889
Reseda,34.2011111,-118.5355556
El Dorado Hills,38.6858333,-121.0811111
Santa Cruz/Loma Prieta (Mountains),37.110781,-121.844676
Versailles (East Of),39.0719444,-85.2519444
Hamilton (Canada),43.25,-79.833333
Waverly,37.7097222,-87.8127778
Bothell,47.7625,-122.2041667
Hopkinton,41.4611111,-71.7780556
Bootle (Uk/England),53.466667,-3.016667
Las Vegas,36.175,-115.1363889
Lewiston,44.1002778,-70.2152778
Loveland,40.3977778,-105.0744444
Walnut Hill,38.4772222,-89.0433333
Lopez Island,48.486918,-122.895512
Alberta/3-34-83-8 W6M (Well Lease #) (Canada),53.933271,-116.576503
Bayside,40.7683333,-73.7775
Martinborough (New Zealand),-41.219093,175.460065
Montreal (Canada),45.5,-73.583333
Kanata (Canada),45.333333,-75.9
Coombs (Canada),49.304444,-124.419444
Laughlin,35.1677778,-114.5722222
Deer Park,47.9544444,-117.4758333
Quincy,39.9369444,-120.9461111
Sacramento,38.5816667,-121.4933333
Carnation,47.6480556,-121.9127778
Healdsburg,38.6105556,-122.8680556
Jemez Springs,35.7686111,-106.6916667
Lorane,43.8377778,-123.2377778
Wenatchee,47.4236111,-120.3091667
Bow-Edison,48.56605,-122.42815
Glendora,34.1361111,-117.8644444
Shingletown,40.4925,-121.8880556
Oak Harbor,48.2933333,-122.6419444
Terrace (Canada),54.5,-128.583333
Cascade,44.5163889,-116.0408333
Tijuana (Mexico),32.514947,-117.038247
Gilbert,33.3527778,-111.7883333
El Paso (Over Juarez&#44 Mexico),31.7586111,-106.4863889
Richardson,32.9480556,-96.7294444
Belleville (Canada),44.166667,-77.383333
Sirhind-Ambala (India),30.378179,76.776697
Lafayette,40.4166667,-86.8752778
Orlando,28.5380556,-81.3794444
Grass Valley,39.2191667,-121.06
South Daytona Beach,29.132876,-80.980941
Sunbury,40.2425,-82.8591667
Coventry (Uk/England),52.416667,-1.55
Lompoc,34.6391667,-120.4569444
Wiltshire-Stonehenge (Uk/England),51.178882,-1.826215
Palm Desert,33.7222222,-116.3736111
Southampton (Uk/England),50.9,-1.4
Phoenix,33.4483333,-112.0733333
Roseville,38.7522222,-121.2869444
Tulsa,36.1538889,-95.9925
Carlsbad,33.1580556,-117.3497222
Lagos (Nigeria),6.524379,3.379206
Midland,31.9972222,-102.0775
Topeka,39.0483333,-95.6777778
Haltom City,32.7994444,-97.2688889
Indianapolis,39.7683333,-86.1580556
Madison,41.2794444,-72.5988889
Luling,29.9319444,-90.3663889
Social Hill,34.3319444,-92.9130556
Haltom City,32.7994444,-97.2688889
Vienna,38.1866667,-91.9469444
St. Catharines (Canada),43.166667,-79.233333
Georgetown,38.2097222,-84.5588889
Atlantic City,39.3641667,-74.4233333
Rumford,44.5536111,-70.5513889
Henderson,36.0397222,-114.9811111
Edmonton (Canada),53.55,-113.5
Potosi,37.9363889,-90.7877778
Nazareth,40.7402778,-75.31
Brookhaven,40.7791667,-72.9158333
Wernhout (Netherlands),51.455884,4.643196
Cardiff (Uk/Wales),51.5,-3.2
Salt Lake City,40.7608333,-111.8902778
Bel Air,39.5358333,-76.3486111
Richland,46.2858333,-119.2833333
Maui,20.798363,-156.331925
San Jose,37.3394444,-121.8938889
Gray Summit,38.4897222,-90.8166667
Croswell,43.2755556,-82.6211111
Wilmington,34.2255556,-77.945
Willis,30.4247222,-95.4797222
Davis,34.5044444,-97.1191667
Gilmer,32.7286111,-94.9422222
Orlando,28.5380556,-81.3794444
Waterloo,42.4927778,-92.3427778
Halifax (Canada),44.65,-63.6
Tonbridge (Uk/England),51.183333,0.283333
Baldwin,43.9011111,-85.8516667
Madison (North Of),43.0730556,-89.4011111
West Bend,43.797762,-88.003208
Toppenish (15 Mi South Of),46.3775,-120.3075
Aurora,39.7294444,-104.8313889
St. Louis,38.6272222,-90.1977778
New York City (Bronx),40.7141667,-74.0063889
Guelph (Canada),43.55,-80.25
Johnson City,42.1155556,-75.9591667
Boston,42.3583333,-71.0602778
Athens,32.2047222,-95.8552778
Penticton (Canada),49.5,-119.583333
Athens,42.2602778,-73.81
Connersville,39.6411111,-85.1411111
Chicago,41.85,-87.65
Sarnia (Canada),42.966667,-82.4
Saskatoon (Canada),52.133333,-106.666667
Concord,37.9780556,-122.03
Beverly Beach,29.5144444,-81.1447222
Amesbury (Past),42.8583333,-70.9305556
Amesbury (Past),42.8583333,-70.9305556
Show Low,34.2541667,-110.0291667
Cannon Falls,44.5069444,-92.9052778
Adachi (Japan),35.775664,139.804479
Kilauea,22.2119444,-159.4122222
Regina (Canada),50.45,-104.616667
Carmichael,38.6172222,-121.3272222
Carmichael,38.6172222,-121.3272222
Aliso Viejo,33.6083333,-117.7444444
Beatty,36.9086111,-116.7583333
Corona,33.8752778,-117.5655556
Delle,40.76,-112.7766667
Meriden,41.5380556,-72.8075
Saint Paul,44.9444444,-93.0930556
Atlantic City,39.3641667,-74.4233333
Montrose,38.4783333,-107.8755556
Signal Mountain,35.1225,-85.3438889
Lake Chelan,48.026974,-120.337732
Easley,34.8297222,-82.6016667
Burlingame,38.7538889,-95.8347222
Nashville,36.1658333,-86.7844444
Blue Island,41.6572222,-87.68
Muskegon,43.2341667,-86.2483333
Caseyville,38.6366667,-90.0255556
Hudson,43.1302778,-96.4538889
Cottonwood Heights,40.6197222,-111.8094444
Caldwell,43.6630556,-116.6863889
Red Deer (Canada),52.266667,-113.8
In Space,32.580541,-82.312932
Des Moines,41.6005556,-93.6088889
Winnett,47.0027778,-108.3513889
Lisbon,40.7719444,-80.7683333
Herkimer,43.0255556,-74.9863889
Herkimer,43.0255556,-74.9863889
Saint Joseph,40.1116667,-88.0416667
War Eagle,36.2677778,-93.9408333
Bonneville Salt Flats,40.799722,-113.8
North Woodmere,40.65,-73.7244444
Carmichaels,39.8966667,-79.9747222
Alton,38.8905556,-90.1841667
Twisp,48.3636111,-120.1211111
Curlew,48.8855556,-118.5983333
Arlington,48.1988889,-122.1238889
Fresno,36.7477778,-119.7713889
Baroda,41.9575,-86.4855556
Brier,47.7847222,-122.2730556
Mountain Home,43.1330556,-115.6902778
Nampa,43.5408333,-116.5625
Wellesley Island,44.316269,-75.982801
Burton,42.9994444,-83.6163889
Bellingham,48.7597222,-122.4869444
Boston,42.3583333,-71.0602778
Neah Bay,48.3683333,-124.6236111
Joliet,41.525,-88.0816667
Arlington,43.0747222,-73.1544444
Greensboro,36.0725,-79.7922222
Malden,42.425,-71.0666667
Cobb,38.8222222,-122.7219444
Espanola,35.9911111,-106.08
Marshfield,42.0916667,-70.7061111
Vancouver,45.6388889,-122.6602778
Fowler,44.2786111,-75.3866667
Oshkosh,44.0247222,-88.5425
Lansing,41.5647222,-87.5388889
Cortland,42.6011111,-76.1808333
East Earl,40.11,-76.0330556
Elkhorn,42.6727778,-88.5444444
Greece,43.2097222,-77.6933333
Milwaukee,43.0388889,-87.9063889
West Homestead,40.4058333,-79.9122222
Winston-Salem,36.0997222,-80.2444444
Cornelius,45.52,-123.0586111
Rock Springs,41.5875,-109.2022222
Austin,30.2669444,-97.7427778
East Mountain (Canada),45.430862,-63.168346
Elyria,41.3683333,-82.1077778
St. Isidore (Canada),45.266667,-71.516667
Bradford (Canada),44.116667,-79.566667
Henniker,43.1797222,-71.8227778
Coeburn,36.9438889,-82.4641667
Hauppauge,40.8255556,-73.2030556
West Windsor,43.4802778,-72.3852778
Liberty Lake,47.6483333,-117.0913889
Neys Provincial Park (Canada),48.728762,-86.579342
Superior Township,42.301018,-83.605193
Point Clark (Canada),44.074399,-81.743637
Point Clark (Canada),44.074399,-81.743637
Waxhaw,34.9244444,-80.7436111
Parkersburg,39.2666667,-81.5616667
Mcewen,36.1077778,-87.6330556
Alpharetta,34.0752778,-84.2941667
Delray Beach,26.4611111,-80.0730556
Fifty Six,34.998067,-92.040612
Troy,42.6055556,-83.15
Woodstown,39.6513889,-75.3286111
Taunton,41.9,-71.0902778
Lockport,43.1705556,-78.6905556
Balsam Lake (Canada),44.580441,-78.852805
St. Agatha,47.2430556,-68.3141667
Port Saint Lucie,27.2936111,-80.3505556
Tecumseh (Canada),42.316667,-82.9
Murray,36.6102778,-88.3147222
Yakima,46.6022222,-120.5047222
Great Yarmouth (Uk/England),52.633333,1.75
Weaverville,35.6969444,-82.5608333
Waikoloa,19.9430556,-155.7902778
Syracuse,43.0480556,-76.1477778
Milford,41.2222222,-73.0569444
Indianapolis,39.7683333,-86.1580556
Spring Hill,35.7511111,-86.93
Dallas,33.9236111,-84.8408333
Hillsborough,40.4775,-74.6272222
Hutto,30.5425,-97.5463889
Worton,39.2744444,-76.0925
Cottonwood,34.7391667,-112.0091667
Ypsilanti,42.2411111,-83.6130556
Goshen,41.5822222,-85.8344444
Linden,40.6219444,-74.245
Moultrie,31.1797222,-83.7891667
Weaverville,35.6969444,-82.5608333
Mount Pleasant,32.7938889,-79.8627778
Ferndown-Bournemouth (Uk/Wales),50.820142,-1.878766
Brady,31.135,-99.3347222
Brady,31.135,-99.3347222
Punxsutawney,40.9436111,-78.9711111
Golqnovci (Bulgaria),42.826964,23.241152
Fort Mccoy,44.009855,-90.683212
Interstate-5,37.487256,-121.203852
Salida,38.5347222,-105.9983333
Provo,40.2338889,-111.6577778
Auburn,47.3075,-122.2272222
Williston,48.1333333,-103.6333333
Phoenix,33.4483333,-112.0733333
Wuerzburg (Germany),49.791304,9.953355
Amherstview (Outside Kingston) (Canada),44.223329,-76.650818
Mariposa,37.485,-119.9652778
Waterford,42.7022222,-83.4027778
Grapevine,34.9416667,-118.9291667
Olympic National Park (Coast Of Pacific Ocean),47.969068,-123.498251
Great Falls,47.5002778,-111.3
Pasadena,34.1477778,-118.1436111
Perth (Western Australia),-31.95224,115.861397
San Diego,32.7152778,-117.1563889
San Diego,32.7152778,-117.1563889
San Diego,32.7152778,-117.1563889
San Diego,32.7152778,-117.1563889
Fairfield,38.2494444,-122.0388889
Goverment Camp,45.304007,-121.7548
Ipswich (Suffolk) (Uk/England),52.083333,1.166667
Phoenix,33.4483333,-112.0733333
Seattle,47.6063889,-122.3308333
Ashtabula,41.865,-80.79
Seattle,47.6063889,-122.3308333
Roseville,38.7522222,-121.2869444
Fort Wayne,41.1305556,-85.1288889
Moncton (Canada),46.083333,-64.766667
Estes Park,40.3772222,-105.5211111
Phoenix,33.4483333,-112.0733333
Aarle-Rixtel (Netherlands),51.509619,5.636418
Bolingbrook,41.6986111,-88.0683333
Woodinville,47.7544444,-122.1622222
Steinbach (Canada),49.516667,-96.683333
Windsor (Canada),45.583333,-72
Chicago,41.85,-87.65
Maui,20.798363,-156.331925
Eagle Creek,45.3575,-122.3577778
Fort Smith,35.3858333,-94.3983333
Jacksonville,30.3319444,-81.6558333
Greenwood,44.7702778,-90.5991667
Billerica,42.5583333,-71.2694444
Singapore,1.352083,103.819836
Indiana (General Location),40.267194,-86.134902
Hsin Hse Town (Taiwan),30.481667,120.442222
Myrtle Beach,33.6888889,-78.8869444
Orlando,28.5380556,-81.3794444
Everett,47.9791667,-122.2008333
Poway,32.9627778,-117.035
Terrace (Canada),54.5,-128.583333
Burbank,34.1808333,-118.3080556
Christoval,31.1933333,-100.4983333
Asheville,35.6008333,-82.5541667
North Myrtle Beach/Cherry Groove,33.827395,-78.642792
Patriot,38.7744444,-82.3838889
Kimberley (Canada),49.683333,-115.983333
North Hollywood,34.1722222,-118.3780556
Los Angeles,34.0522222,-118.2427778
Vancouver (Canada),49.25,-123.133333
Vancouver (Canada),49.25,-123.133333
Danville,36.5858333,-79.3952778
Flagler,29.408607,-81.251883
St. James,37.9972222,-91.6141667
Coppell,32.9544444,-97.0147222
Chatsworth,39.8175,-74.5352778
Terre Haute,39.4666667,-87.4138889
Westerly,41.3775,-71.8277778
Vaughan (Canada),43.837208,-79.508276
Euleuthera (Caribbean Sea),25.1,-76.133333
Vail,39.6402778,-106.3736111
Chestertown,43.6525,-73.8013889
Princeton,33.18,-96.4977778
Upper Montclair,40.8461111,-74.2016667
Clifton,40.858433,-74.163755
Beaverton,45.4872222,-122.8025
Lake,43.8519444,-85.0052778
Apple Valley (Panoche Road),34.5008333,-117.185
Atlantic Ocean (In Flight),-14.599413,-28.673147
St. Cloud,28.2486111,-81.2813889
Rodman,43.8511111,-75.9411111
Burbank,34.1808333,-118.3080556
Chandler,33.3061111,-111.8405556
Fall City,47.5675,-121.8875
Redwood City,37.4852778,-122.2352778
Essex (Uk/England),51.833333,0.583333
